"airlineid","airlinename","alias","countryid"
"2242","Eurojet Limited","","93"
"2243","Eurojet Romania","","97"
"2244","Eurojet Servis","","91"
"2245","Eurolot","","30"
"2246","Euromanx Airways","","94"
"2247","Europe Air Lines","","86"
"2248","Europe Airpost","","86"
"2249","European 2000 Airlines","","93"
"2250","European Aeronautical Group UK","","19"
"2251","European Air Express","","15"
"2252","European Air Transport","","14"
"2253","European Aviation Air Charter","","19"
"2254","European Business Jets","","19"
"2255","European Coastal Airlines","","84"
"2256","European Executive","","19"
"2257","European Executive Express","","31"
"2258","Eurosense","","82"
"2259","Euroskylink","","19"
"2260","Eurowings","","15"
"2261","Evergreen International Airlines","","16"
"2262","Everts Air Alaska/Everts Air Cargo","","16"
"2263","Examiner Training Agency","","19"
"2264","Excel Airways","","19"
"2265","Excel Charter","","19"
"2266","Excellent Air","","15"
"2267","Execair Aviation","","4"
"2268","Execujet Charter","","98"
"2269","Execujet Middle East","","143"
"2270","Execujet Scandinavia","","26"
"2271","Executive Aerospace","","32"
"2272","Executive Air","","55"
"2273","Executive Air Charter","","16"
"2274","Executive Air Fleet","","16"
"2275","Executive Aircraft Charter and Charter Services","","25"
"2276","Executive Aircraft Services","","19"
"2277","Executive Airlines","","16"
"2278","Executive Airlines","","60"
"2279","Executive Aviation Services","","19"
"2280","Executive Flight","","16"
"2281","Executive Flight Operations Ontario Government","","4"
"2282","Executive Jet Charter","","19"
"2283","Executive Jet Management","","16"
"2284","Executive Turbine Aviation","","32"
"2285","Eximflight","","111"
"2286","Exin","","30"
"2287","Expertos En Carga","","111"
"2288","Expo Aviation","","196"
"2289","Express Air","","16"
"2290","Express International Cargo","","297"
"2291","Express Line Aircompany","","16"
"2292","Express Net Airlines","","16"
"2293","Express One International","","16"
"2294","Express Tours","","4"
"2295","ExpressJet","","16"
"2296","Exxavia Limited","","25"
"2297","easyJet","EasyJet Airline","19"
"2298","NetJets","","16"
"2299","F.S. Air Service","","16"
"2300","FAI Airservice","","15"
"2301","FINFO Flight Inspection Aircraft","","16"
"2302","FLM Aviation Mohrdieck","","15"
"2303","FLTPLAN","","16"
"2304","FLowair Aviation","","86"
"2305","FMG Verkehrsfliegerschule Flughafen Paderborn-Lippstadt","","15"
"2306","FR Aviation","","19"
"2307","FSB Flugservice & Development","","15"
"2308","FSH Luftfahrtunternehmen","","15"
"2309","Fab Air","","188"
"2310","Facts Air","","111"
"2311","Fair Aviation","","32"
"2312","Fair Wind Air Charter","","143"
"2313","Fairlines","","24"
"2314","Fairoaks Flight Centre","","19"
"2315","Fairways Corporation","","16"
"2316","Falcon Air","","31"
"2317","Falcon Air","","90"
"2318","Falcon Air Express","","16"
"2319","Falcon Airline","","10"
"2320","Falcon Aviation","","31"
"2321","Falcon Aviation Services","","143"
"2322","Falcon Jet Centre","","19"
"2323","Falwell Aviation","","16"
"2324","Far Eastern Air Transport","","155"
"2325","Farmingdale State University","","16"
"2326","Farnair Hungary","","88"
"2327","Farnair Netherlands","","24"
"2328","Farnair Switzerland","","98"
"2329","Farnas Aviation Services","","77"
"2330","Faroecopter","","26"
"2331","Faroejet","","27"
"2332","Farwest Airlines","","16"
"2333","Faso Airways","","7"
"2334","Fast Helicopters","","19"
"2335","Fayban Air Services","","10"
"2336","Fayetteville Flying Service and Scheduled Skyways System","","16"
"2337","Federal Air","","32"
"2338","Federal Airlines","","31"
"2339","Federal Armed Forces","","15"
"2340","Federal Armored Service","","16"
"2341","Federal Aviation Administration","","16"
"2342","Federal Express","","16"
"2343","Feniks Airline","","187"
"2344","Feria Aviacion","","60"
"2345","Fika Salaama Airlines","","80"
"2346","Finalair Congo","","296"
"2347","Financial Airxpress","","16"
"2348","Fine Airlines","","16"
"2349","Finist'air","","86"
"2350","Finnair","","18"
"2351","Finncomm Airlines","","18"
"2352","Finnish Air Force","","18"
"2353","Firefly","","208"
"2354","First Air","","4"
"2355","First Air Transport","","156"
"2356","First Cambodia Airlines","","197"
"2357","First Choice Airways","","19"
"2358","First City Air","","19"
"2359","First Flying Squadron","","16"
"2360","First Line Air","","61"
"2361","First Sabre","","111"
"2362","Fischer Air","","91"
"2363","Fischer Air Polska","","30"
"2364","Flagship Express Services","","16"
"2365","Flair Airlines","","4"
"2366","Flamenco Airways","","16"
"2367","Flamingo Air","","16"
"2368","Flamingo Air-Line","","187"
"2369","Flash Airlines","","73"
"2370","Fleet Requirements Air Direction Unit","","19"
"2371","Fleetair","","32"
"2372","Flexair","","24"
"2373","Flexflight","","26"
"2374","Flight Alaska","","16"
"2375","Flight Calibration Service","","15"
"2376","Flight Centre Victoria","","4"
"2377","Flight Corporation","","132"
"2378","Flight Dispatch Services","","30"
"2379","Flight Express","","16"
"2380","Flight Inspection Center of the General Administration of Civil Aviation in China","","214"
"2381","Flight Inspections and Systems","","190"
"2382","Flight International","","16"
"2383","Flight Line","","16"
"2384","Flight Ops International","","16"
"2385","Flight Options","","16"
"2386","Flight Precision Limited","","19"
"2387","Flight Safety Limited","","19"
"2388","Flight Support Sweden","","31"
"2389","Flight Trac","","16"
"2390","Flight Training Europe","","60"
"2391","Flight West Airlines","","125"
"2392","Flight-Ops International","","4"
"2393","Flightcraft","","16"
"2394","Flightexec","","4"
"2395","Flightline","","19"
"2396","Flightpass Limited","","19"
"2397","Flightstar Corporation","","16"
"2398","Flightworks","","16"
"2399","Flint Aviation Services","","16"
"2400","Florida Air","","16"
"2401","Florida Coastal Airlines","","16"
"2402","Florida Department of Agriculture","","16"
"2403","Florida Jet Service","","16"
"2404","Florida West International Airways","","16"
"2405","Flugdienst Fehlhaber","","15"
"2406","Flugschule Basel","","98"
"2407","Flugschule Eichenberger","","98"
"2408","Flugwerkzeuge Aviation Software","","94"
"2409","Fly Air","","99"
"2410","Fly CI Limited","","19"
"2411","Fly Europa Limited","","19"
"2412","Fly Excellent","","31"
"2413","Fly International Airways","","12"
"2414","Fly Line","","60"
"2415","Fly Me Sweden","","31"
"2416","Fly Wex","","89"
"2417","AirAsia X","FlyAsianXpress","208"
"2418","FlyLal","","218"
"2419","FlyNordic","","31"
"2420","Flybaboo","","98"
"2421","Flybe","","19"
"2422","Flycolumbia","","60"
"2423","Flycom","","90"
"2424","Flygaktiebolaget Gota Vingar","","31"
"2425","Flyglobespan","","19"
"2426","Flygprestanda","","31"
"2427","Flygtransporter I Nykoping","","31"
"2428","Flyguppdraget Backamo","","31"
"2429","Flyhy Cargo Airlines","","204"
"2430","Flying Carpet Company","","142"
"2431","Flying Service","","14"
"2432","Flying-Research Aerogeophysical Center","","190"
"2433","Flylink Express","","60"
"2434","Flyteam Aviation","","19"
"2435","Focus Air","","16"
"2436","Fokker","","24"
"2437","Fonnafly","","29"
"2438","Ford Motor Company","","19"
"2439","Formosa Airlines","","155"
"2440","Formula One Management","","19"
"2441","Forth and Clyde Helicopter Services","","19"
"2442","Fortunair Canada","","4"
"2443","Forward Air International Airlines","","16"
"2444","Foster Aviation","","16"
"2445","Foster Yeoman","","19"
"2446","Fotografia F3","","60"
"2447","Four Island Air","","172"
"2448","Four Star Aviation / Four Star Cargo","","16"
"2449","Four Winds Aviation","","16"
"2450","Foxair","","89"
"2451","France Douanes","","86"
"2452","Free Bird Airlines","","99"
"2453","Freedom Air","","132"
"2454","Freedom Air","","16"
"2455","Freedom Air Services","","10"
"2456","Freedom Airlines","","16"
"2457","Freedom Airways","","83"
"2458","Freeway Air","","24"
"2459","Freight Runners Express","","16"
"2460","Force Aerienne Francaise","","86"
"2461","Aviation Legere De L'Armee De Terre","","86"
"2462","France Marine Nationale","","86"
"2463","Fresh Air","","10"
"2464","Freshaer","","19"
"2465","Friendship Air Alaska","","16"
"2466","Friendship Airlines","","80"
"2467","Froggy Corporate Aviation","","125"
"2468","Frontier Airlines","","16"
"2469","Frontier Commuter","","16"
"2470","Frontier Flying Service","","16"
"2471","Frontier Guard","","18"
"2472","Fujairah Aviation Centre","","143"
"2473","Fujian Airlines","","214"
"2474","Full Express","","16"
"2475","Fumigacion Aerea Andaluza","","60"
"2476","Fun Flying Thai Air Service","","204"
"2477","Fundació Rego","","60"
"2478","Funtshi Aviation Service","","243"
"2479","Futura Gael","","25"
"2480","Futura International Airways","","60"
"2481","G & L Aviation","","32"
"2482","G5 Executive","","15"
"2483","GAK/Mitchell Aero","","16"
"2484","GATSA","","111"
"2485","GB Airlink","","16"
"2486","GB Airways","","19"
"2487","GCS Air Service","","16"
"2488","GEC Marconi Avionics","","19"
"2489","GECAS","","25"
"2490","GENSA","","160"
"2491","GETRA","","38"
"2492","GFW Aviation","","125"
"2493","GH Stansted Limited","","19"
"2494","GM Helicopters","","217"
"2495","GP Express Airlines","","16"
"2496","GPM Aeroservicio","","111"
"2497","GR-Avia","","67"
"2498","GST Aero Aircompany","","187"
"2499","GTA Air","","16"
"2500","Ga-Ma Helicoptere","","86"
"2501","Gabon Express","","50"
"2502","Gabon-Air-Transport","","50"
"2503","Gacela Air Cargo","","111"
"2504","Gail Force Express","","16"
"2505","Gain Jet Aviation","","85"
"2506","Galair International","","19"
"2507","Galaircervis","","191"
"2508","Galaxy Air","","188"
"2509","Galaxy Airlines","","156"
"2510","Galena Air Service","","16"
"2511","Galileo International","","16"
"2512","Gama Aviation","","19"
"2513","Gambia International Airlines","","59"
"2514","Gambia New Millennium Air","","59"
"2515","Gamisa Aviacion","","60"
"2516","Gandalf Airlines","","89"
"2517","Gander Aviation","","4"
"2518","Garden State Airlines","","16"
"2519","Garrison Aviation","","4"
"2520","Garuda Indonesia","","205"
"2521","Gatari Hutama Air Services","","205"
"2522","Gauteng Air Cargo","","32"
"2523","Gavina","","60"
"2524","Gazpromavia","","190"
"2525","Geesair","","4"
"2526","Gemini Air Cargo","","16"
"2527","Gendall Air","","4"
"2528","Gendarmerie Belge","","14"
"2529","Gendarmie Nationale","","86"
"2530","General Aerospace","","4"
"2531","General Airways","","32"
"2532","General Aviation","","30"
"2533","General Aviation Flying Services","","16"
"2534","General Aviation Terminal","","4"
"2535","General Motors","","16"
"2536","Genex","","192"
"2537","Geographic Air Surveys","","4"
"2538","Georgian Airways","","223"
"2539","Georgian Aviation Federation","","223"
"2540","Georgian Cargo Airlines Africa","","65"
"2541","Georgian National Airlines","","223"
"2542","DLR","","15"
"2543","German Air Force","","15"
"2544","German Army","","15"
"2545","German Navy","","15"
"2546","German Sky Airlines","","15"
"2547","Germania","","15"
"2548","Germanwings","","15"
"2549","Gerry's Dnata","","145"
"2550","Gesekkschaft Fur Flugzieldarstellung","","15"
"2551","Gestair","","60"
"2552","Gestar","","161"
"2553","Gestion Aerea Ajecutiva","","60"
"2554","Ghadames Air Transport","","75"
"2555","Ghana Airways","","8"
"2556","Ghana International Airlines","","8"
"2557","Gibson Aviation","","16"
"2558","Global Air Charter","","16"
"2559","Global Air Operations","","44"
"2560","Global Air Services Nigeria","","10"
"2561","Global Aircargo","","135"
"2562","Global Airways","","301"
"2563","Global Aviation Operations","","32"
"2564","Global Aviation and Services Group","","75"
"2565","Global Georgian Airways","","223"
"2566","Global Jet Austria","","94"
"2567","Global Jet Corporation","","16"
"2568","Global Jet Luxembourg","","28"
"2569","Global Sky Aircharter","","16"
"2570","Global Supply Systems","","19"
"2571","Global System","","16"
"2572","Global Weather Dynamics","","16"
"2573","Global Wings","","156"
"2574","Globe Jet","","142"
"2575","Go Air","","195"
"2576","Go One Airways","","19"
"2577","GoJet Airlines","","16"
"2578","Gobierno De Guinea Ecuatorial","","38"
"2579","Gof-Air","","111"
"2580","Gofir","","98"
"2581","Gol Transportes Aéreos","","160"
"2582","Gold Belt Air Transport","","4"
"2583","GoldAir","","19"
"2584","Goldeck-Flug","","94"
"2585","Golden Air","","31"
"2586","Golden Airlines","","16"
"2587","Golden Pacific Airlines","","16"
"2588","Golden Rule Airlines","","188"
"2589","Golden Star Air Cargo","","77"
"2590","Goldfields Air Services","","125"
"2591","Golfe Air Quebec","","4"
"2592","Goliaf Air","","51"
"2593","Gomel Airlines","","192"
"2594","Goodridge (UK) Limited","","19"
"2595","Gorkha Airlines","","202"
"2596","Gorlitsa Airlines","","191"
"2597","Government Flying Service","","300"
"2598","Government of Zambia Communications Flight","","43"
"2599","Grampian Flight Centre","","19"
"2600","Granada Aviacion","","60"
"2601","Grand Aire Express","","16"
"2602","Grand Airways","","16"
"2603","Grand Canyon Airlines","","16"
"2604","Grant Aviation","","16"
"2605","Grantex Aviation","","19"
"2606","Great American Airways","","16"
"2607","Great Lakes Airlines","","16"
"2608","Great Lakes Airways (Uganda)","","80"
"2609","Great Plains Airlines","","16"
"2610","Great Wall Airlines","","214"
"2611","Great Western Air","","16"
"2612","Hellenic Air Force","","85"
"2613","Greek Navy","","85"
"2614","Griffin Aviation","","83"
"2615","Grixona","","100"
"2616","Grizodubova Air Company","","190"
"2617","Grossmann Air Service","","94"
"2618","Grossmann Jet Service","","91"
"2619","Ground Handling Service de Mexico","","111"
"2620","Grup Air-Med","","60"
"2621","Grupo De Aviacion Ejecutiva","","111"
"2622","Grupo TACA","TACA","114"
"2623","Grupo Vuelos Mediterraneo","","60"
"2624","Grupoaereo Monterrey","","111"
"2625","Guard Systems","","29"
"2626","Guine Bissaur Airlines","","62"
"2627","Guinea Airways","","67"
"2628","Guinea Cargo","","38"
"2629","Guinee Airlines","","67"
"2630","Guinea Ecuatorial Airlines","","38"
"2631","Guinee Paramount Airlines","","67"
"2632","Guizhou Airlines","","214"
"2633","Guja","","111"
"2634","Gujarat Airways","","195"
"2635","Gulf & Caribbean Cargo / Contract Air Cargo","","16"
"2636","Gulf African Airlines - Gambia","","0"
"2637","Gulf Air","","144"
"2638","Gulf Air Bahrain","","135"
"2639","Gulf Air Inc","","16"
"2640","Gulf Central Airlines","","16"
"2641","Gulf Flite Center","","16"
"2642","Gulf Pearl Air Lines","","75"
"2643","Gulfstream Aerospace","","16"
"2644","Gulfstream Airlines","","16"
"2645","Gulfstream International Airlines","","16"
"2646","Gull Air","","16"
"2647","Gum Air","","166"
"2648","Guneydogu Havacilik Isletmesi","","99"
"2649","Guyana Airways 2000","","0"
"2650","Gwyn Aviation","","19"
"2651","HC Airlines","","19"
"2652","HPM Investments","","19"
"2653","HT Helikoptertransport","","31"
"2654","HTA Helicopteros","","95"
"2656","Hadison Aviation","","16"
"2657","Hageland Aviation Services","","16"
"2658","Hagondale Limited","","19"
"2659","Hahn Air","","15"
"2660","Hainan Airlines","","214"
"2661","Hainan Phoenix Information Systems","","214"
"2662","Haiti Air Freight","","116"
